=== KEYSTROKE LOG ===
index,key,type,elapsed_ms,flight_time_ms,word_index,input_snapshot
91,f,char,47437.000,1231.000,20,f
92,o,char,48016.000,579.000,20,fo
93,o,char,48221.000,205.000,20,foo
94,d,char,48516.000,295.000,20,food
95,SPACE,char,48738.000,222.000,20,food
96,b,char,49803.000,1065.000,21,b
97,e,char,50067.000,264.000,21,be
98,l,char,50363.000,296.000,21,bel
99,o,char,50718.000,355.000,21,belo
100,w,char,51110.000,392.000,21,below
101,SPACE,char,51354.000,244.000,21,below
102,s,char,52385.000,1031.000,22,s
103,o,char,52806.000,421.000,22,so
104,u,char,53106.000,300.000,22,sou
105,t,char,53466.000,360.000,22,sout
106,h,char,53906.000,440.000,22,south
107,SPACE,char,54211.000,305.000,22,south
108,u,char,55629.000,1418.000,23,u
109,p,char,55975.000,346.000,23,up
110,SPACE,char,56325.000,350.000,23,up
111,t,char,57935.000,1610.000,24,t
112,i,char,58249.000,314.000,24,ti
113,m,char,58621.000,372.000,24,tim
114,e,char,58939.000,318.000,24,time
115,SPACE,char,59169.000,230.000,24,time

=== ERROR ANALYSIS (Tn / Tb) ===
index,key,type,elapsed_ms,Tn_ms,Tb_ms,flight_time_ms
0,s,char,0.000,0.000,,0.000
1,o,char,163.000,163.000,,163.000
2,SPACE,char,478.000,478.000,,315.000
3,p,char,1386.000,1386.000,,908.000
4,l,char,1615.000,1615.000,,229.000
5,a,char,1905.000,1905.000,,290.000
6,n,char,2227.000,2227.000,,322.000
7,t,char,2676.000,2676.000,,449.000
8,SPACE,char,3083.000,3083.000,,407.000
9,k,char,4146.000,4146.000,,1063.000
10,n,char,4383.000,4383.000,,237.000
11,o,char,4652.000,4652.000,,269.000
12,w,char,5068.000,5068.000,,416.000
13,SPACE,char,5363.000,5363.000,,295.000
14,g,char,6470.000,6470.000,,1107.000
15,r,char,6795.000,6795.000,,325.000
16,o,char,7183.000,7183.000,,388.000
17,w,char,7539.000,7539.000,,356.000
18,SPACE,char,7776.000,7776.000,,237.000
19,o,char,9554.000,9554.000,,1778.000
20,r,char,9979.000,9979.000,,425.000
21,SPACE,char,10237.000,10237.000,,258.000
22,l,char,11391.000,11391.000,,1154.000
23,e,char,11828.000,11828.000,,437.000
24,a,char,12059.000,12059.000,,231.000
25,r,char,12251.000,12251.000,,192.000
26,n,char,12809.000,12809.000,,558.000
27,SPACE,char,13056.000,13056.000,,247.000
28,f,char,14810.000,14810.000,,1754.000
29,o,char,15427.000,15427.000,,617.000
30,r,char,15797.000,15797.000,,370.000
31,SPACE,char,16128.000,16128.000,,331.000
32,t,char,17211.000,17211.000,,1083.000
33,i,char,17603.000,17603.000,,392.000
34,m,char,17943.000,17943.000,,340.000
35,e,char,18341.000,18341.000,,398.000
36,SPACE,char,18581.000,18581.000,,240.000
37,d,char,19701.000,19701.000,,1120.000
38,o,char,19977.000,19977.000,,276.000
39,SPACE,char,20325.000,20325.000,,348.000
40,d,char,21441.000,21441.000,,1116.000
41,a,char,21646.000,21646.000,,205.000
42,y,char,21937.000,21937.000,,291.000
43,SPACE,char,22289.000,22289.000,,352.000
44,j,char,23211.000,23211.000,,922.000
45,u,char,23457.000,23457.000,,246.000
46,s,char,23743.000,23743.000,,286.000
47,t,char,24038.000,24038.000,,295.000
48,SPACE,char,24293.000,24293.000,,255.000
49,n,char,25494.000,25494.000,,1201.000
50,e,char,25756.000,25756.000,,262.000
51,w,char,26275.000,26275.000,,519.000
52,SPACE,char,26504.000,26504.000,,229.000
53,w,char,27689.000,27689.000,,1185.000
54,h,char,28059.000,28059.000,,370.000
55,o,char,28463.000,28463.000,,404.000
56,SPACE,char,28759.000,28759.000,,296.000
57,o,char,29975.000,29975.000,,1216.000
58,u,char,30518.000,30518.000,,543.000
59,r,char,31044.000,31044.000,,526.000
60,SPACE,char,31289.000,31289.000,,245.000
61,c,char,32529.000,32529.000,,1240.000
62,a,char,32761.000,32761.000,,232.000
63,n,char,33057.000,33057.000,,296.000
64,SPACE,char,33323.000,33323.000,,266.000
65,j,char,34527.000,34527.000,,1204.000
66,u,char,34754.000,34754.000,,227.000
67,s,char,35005.000,35005.000,,251.000
68,t,char,35320.000,35320.000,,315.000
69,SPACE,char,35603.000,35603.000,,283.000
70,h,char,36608.000,36608.000,,1005.000
71,a,char,36902.000,36902.000,,294.000
72,n,char,37155.000,37155.000,,253.000
73,d,char,37728.000,37728.000,,573.000
74,SPACE,char,37951.000,37951.000,,223.000
75,m,char,39130.000,39130.000,,1179.000
76,o,char,39392.000,39392.000,,262.000
77,s,char,39683.000,39683.000,,291.000
78,t,char,40100.000,40100.000,,417.000
79,SPACE,char,40402.000,40402.000,,302.000
80,j,char,41690.000,41690.000,,1288.000
81,u,char,41945.000,41945.000,,255.000
82,m,char,42381.000,42381.000,,436.000
83,p,char,43120.000,43120.000,,739.000
84,SPACE,char,43461.000,43461.000,,341.000
85,a,char,44737.000,44737.000,,1276.000
86,s,char,44969.000,44969.000,,232.000
87,k,char,45326.000,45326.000,,357.000
88,e,char,45702.000,45702.000,,376.000
89,d,char,45936.000,45936.000,,234.000
90,SPACE,char,46206.000,46206.000,,270.000
91,f,char,47437.000,47437.000,,1231.000
92,o,char,48016.000,48016.000,,579.000
93,o,char,48221.000,48221.000,,205.000
94,d,char,48516.000,48516.000,,295.000
95,SPACE,char,48738.000,48738.000,,222.000
96,b,char,49803.000,49803.000,,1065.000
97,e,char,50067.000,50067.000,,264.000
98,l,char,50363.000,50363.000,,296.000
99,o,char,50718.000,50718.000,,355.000
100,w,char,51110.000,51110.000,,392.000
101,SPACE,char,51354.000,51354.000,,244.000
102,s,char,52385.000,52385.000,,1031.000
103,o,char,52806.000,52806.000,,421.000
104,u,char,53106.000,53106.000,,300.000
105,t,char,53466.000,53466.000,,360.000
106,h,char,53906.000,53906.000,,440.000
107,SPACE,char,54211.000,54211.000,,305.000
108,u,char,55629.000,55629.000,,1418.000
109,p,char,55975.000,55975.000,,346.000
110,SPACE,char,56325.000,56325.000,,350.000
111,t,char,57935.000,57935.000,,1610.000
112,i,char,58249.000,58249.000,,314.000
113,m,char,58621.000,58621.000,,372.000
114,e,char,58939.000,58939.000,,318.000
115,SPACE,char,59169.000,59169.000,,230.000

=== FLIGHT TIME ANALYSIS ===
from_key,to_key,flight_time_ms,type
s,o,163.000,char
o,SPACE,315.000,char
SPACE,p,908.000,char
p,l,229.000,char
l,a,290.000,char
a,n,322.000,char
n,t,449.000,char
t,SPACE,407.000,char
SPACE,k,1063.000,char
k,n,237.000,char
n,o,269.000,char
o,w,416.000,char
w,SPACE,295.000,char
SPACE,g,1107.000,char
g,r,325.000,char
r,o,388.000,char
o,w,356.000,char
w,SPACE,237.000,char
SPACE,o,1778.000,char
o,r,425.000,char
r,SPACE,258.000,char
SPACE,l,1154.000,char
l,e,437.000,char
e,a,231.000,char
a,r,192.000,char
r,n,558.000,char
n,SPACE,247.000,char
SPACE,f,1754.000,char
f,o,617.000,char
o,r,370.000,char
r,SPACE,331.000,char
SPACE,t,1083.000,char
t,i,392.000,char
i,m,340.000,char
m,e,398.000,char
e,SPACE,240.000,char
SPACE,d,1120.000,char
d,o,276.000,char
o,SPACE,348.000,char
SPACE,d,1116.000,char
d,a,205.000,char
a,y,291.000,char
y,SPACE,352.000,char
SPACE,j,922.000,char
j,u,246.000,char
u,s,286.000,char
s,t,295.000,char
t,SPACE,255.000,char
SPACE,n,1201.000,char
n,e,262.000,char
e,w,519.000,char
w,SPACE,229.000,char
SPACE,w,1185.000,char
w,h,370.000,char
h,o,404.000,char
o,SPACE,296.000,char
SPACE,o,1216.000,char
o,u,543.000,char
u,r,526.000,char
r,SPACE,245.000,char
SPACE,c,1240.000,char
c,a,232.000,char
a,n,296.000,char
n,SPACE,266.000,char
SPACE,j,1204.000,char
j,u,227.000,char
u,s,251.000,char
s,t,315.000,char
t,SPACE,283.000,char
SPACE,h,1005.000,char
h,a,294.000,char
a,n,253.000,char
n,d,573.000,char
d,SPACE,223.000,char
SPACE,m,1179.000,char
m,o,262.000,char
o,s,291.000,char
s,t,417.000,char
t,SPACE,302.000,char
SPACE,j,1288.000,char
j,u,255.000,char
u,m,436.000,char
m,p,739.000,char
p,SPACE,341.000,char
SPACE,a,1276.000,char
a,s,232.000,char
s,k,357.000,char
k,e,376.000,char
e,d,234.000,char
d,SPACE,270.000,char
SPACE,f,1231.000,char
f,o,579.000,char
o,o,205.000,char
o,d,295.000,char
d,SPACE,222.000,char
SPACE,b,1065.000,char
b,e,264.000,char
e,l,296.000,char
l,o,355.000,char
o,w,392.000,char
w,SPACE,244.000,char
SPACE,s,1031.000,char
s,o,421.000,char
o,u,300.000,char
u,t,360.000,char
t,h,440.000,char
h,SPACE,305.000,char
SPACE,u,1418.000,char
u,p,346.000,char
p,SPACE,350.000,char
SPACE,t,1610.000,char
t,i,314.000,char
i,m,372.000,char
m,e,318.000,char
e,SPACE,230.000,char

=== SUMMARY ===
metric,value
wpm,23
raw_wpm,23
accuracy_pct,100
correct_chars,116
incorrect_chars,0
total_keystrokes,116
duration_s,60
total_backspaces,0
total_chars,116
avg_flight_time_ms,514.513
min_flight_time_ms,163.000
max_flight_time_ms,1778.000
median_flight_time_ms,346.000

=== WPM OVER TIME ===
time_s,wpm,raw_wpm,accuracy_pct,cumulative_errors
1,36,36,100,0
2,36,36,100,0
3,32,32,100,0
4,27,27,100,0
5,29,29,100,0
6,28,28,100,0
7,27,27,100,0
8,28,28,100,0
9,25,25,100,0
10,25,25,100,0
11,24,24,100,0
12,24,24,100,0
13,25,25,100,0
14,24,24,100,0
15,23,23,100,0
16,23,23,100,0
17,23,23,100,0
18,23,23,100,0
19,23,23,100,0
20,23,23,100,0
21,23,23,100,0
22,23,23,100,0
23,23,23,100,0
24,24,24,100,0
25,23,23,100,0
26,23,23,100,0
27,23,23,100,0
28,23,23,100,0
29,24,24,100,0
30,23,23,100,0
31,23,23,100,0
32,23,23,100,0
33,23,23,100,0
34,23,23,100,0
35,23,23,100,0
36,23,23,100,0
37,23,23,100,0
38,24,24,100,0
39,23,23,100,0
40,24,24,100,0
41,23,23,100,0
42,23,23,100,0
43,23,23,100,0
44,23,23,100,0
45,23,23,100,0
46,23,23,100,0
47,23,23,100,0
48,23,23,100,0
49,23,23,100,0
50,23,23,100,0
51,24,24,100,0
52,23,23,100,0
53,24,24,100,0
54,24,24,100,0
55,23,23,100,0
56,23,23,100,0
57,23,23,100,0
58,23,23,100,0
59,24,24,100,0
60,23,23,100,0
